IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n67;10;10;87;['kukurūzas graudi', 'palmu eļļa', 'sāls', 'aromatizētāji', 'emulgators', 'saulespuķu lecitīns', 'siera pulveris', 'no piena', 'krāsviela', 'jaukti karotīni'];[': kukurūzas graudi — :\nm -: {77 %}, palmu eļļa, sāls, aromatizētāji, emulgators: p i\n+ saulespuķu lecitīns, siera pulveris {0,14 %} {no . ar\nī piena}, krāsviela: jaukti karotīni. uzglabāt sausā, no š ž\ntiešiem saules stariem pasargātā vietā, temperatūrā 27\nkas nepārsniedz 25%c. lai iegūtu vairāk informācijas un .\nkontaktinformāciju, lūdzu apmeklējiet mūsu mājas w.,\nlapu www.estrella.lv. se, ietīt\npopkoma pagatavošanas ja it uz "i\niepakojuma. pirms pagatavošanas lūdzu uzmanīgi — āā\nidasiet to! pieaugušajiem ir jāuzrauga popkoma n ?\nšanas process. f\n{eb juustumaitseline mikropopkom, mikrolaineah _ š\njus valmistamiseks. koostisosad: maisi tuum {77 %}\n4 palmiēli, sool, lēhna- ja maitseained, emulgaator: ,\n\n'];2;3;['siera pulveris', 'no piena'];['siera', 'piena', 'karotīni'];2;0;1;['siera', 'piena'];[];['karotīni']
n68;11;11;217;['cukurs', 'augu eļļas', 'rapšu eļļa', 'palmu eļļa', 'lazdu rieksti', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'sūkalu pulveris', 'emulgatos e322', 'saulespuķu', 'aromatizētājs'];['- la ntoo 2? "m j” , wal}{}\nm tn m 14 tiesu d rotas\nl uadken{} ietats pāsā\n— 4 "ot 1000, augot ņ 4\nv a ajala mter | "auuul {a\n«o } 1 tu } specal {ļ}\nn}. | duuuunah a atīta eva nn uzsāk:\n{1 jun po etuvoje: uab am\n| } | n i a} jonas ļ o u l\nu gu vo marjumaa, eesti, | "v\nrimi itka tes aa\nml jaukusuutikku kakaokams\n/ lukuis, audu eļlas la ādā} ties 1177 earbērāi\n/ mj uuņu ju vuul vu v l n «i 4}\n| a, pam } t113/0, kakao pulveris atbalsta ilotspējjau kakas =\nd { v } \' mi . | nvo ttlra! die. | 17” ņ }\n9 zin 5j0, vājpiena pulveris, sūkalu — prkdari uz šenīnes zs 8\n| pulve ug saulesp aromatizetajs, var  remiatvaru kakavosaugnm\n8 | „at ā : ā us a jaa: na\n| | juuu uu d jo "km v ill re} sīlu 0 alas | lu ļ\' š\nw | 1 ž | aa\n: , iniuc no -pakuju id uzdlabai —a j\nd : ! | j u p dū {m gi 1 j\nduad viela, niedakidul uesal saules staru ietekmei, naazots dbeldiļa 7 n \'\neīnac : rc - j} s |4 v pi *\nc pe ida pasutījuma. lazgu riekstu izcelsme - co un arpus ertified |} |\n| 9 r z atīt: latvijā” € aimi latvia a denlava iela 161, rīga {7 — | a .\n} \' lv-1v21, bezmaksas tālrunis atsauksmē nlatvijā: 80000180\n:\n} j — 2 54\n: č ka aa\nā - — -\n\n'];2;4;['vājpiena pulveris', 'sūkalu pulveris'];['vājpiena pulveris', 'sūkalu', 'sūkalu —', 'alas'];2;0;2;['vājpiena pulveris', 'sūkalu'];[];['sūkalu —', 'alas']
n69;19;19;132;['zemesrieksti', 'ciete', 'kviešu milti', 'saulespuķu eļļa', 'cukurs', 'sāls', 'aromatizētājs', 'satur piena produktus', 'saldo sūkalu pulveris', 'modificēta ciete', 'maltodekstrīns', 'siera pulveris', 'irdinātāji', 'difosfāti', 'nātrija karbonāts', 'pētersīļi', 'rauga ekstrakts', 'skābuma regulētājs', 'pienskābe'];[': zemesrieksti {46%} ciete, kviešu milti, saulespuķu eļļa, cuki\n. sāls, aromatizētājs {satur piena vero ž sūkalu pulveris, mēs\n: ciete, maltodekstrīns, siera pulveris {0,48%} irdinātāji {difosfāti,\na karbonāts}, pētersīļi, rauga ekstrakts, skābuma regulētājs {pienskābe} \'}\no rk ļ. iepakots alzsargatmosfērā, brīdinājums: mazi bē -\nlatvija a aizrīties ar riekstiem. ražots vācijā. zemesriekstu izcelsme. | « \'a\n: ras\nau en coated peanuts wir blue cheese g rā * .\n001064 ingredients: peanut kernels {46%}, starch, wheat four, sunflower oil, m} ee }\nadozu c,, nevouring {contains milk products}, sweet whey powder, modīfi $ «\nu "altodextrin, cheese powder {0,48%}, raising agents ldiphosphaiš , ”.\ncarbonates}, parsley, yeast extract acidifier {lactic acid}. may —\n} nuts. packaged in a protective atmosphere. warning: small childr\na il 9n nuts. produced in germany. peanut origin is not eu. |\nn m r ru apaxuc 8 060n04ke co bkycom muoe "t\nak « co a a aa 06} m\n\n'];3;4;['satur piena produktus', 'saldo sūkalu pulveris', 'siera pulveris'];['sūkalu pulveris', 'siera', 'piena', 'mazi'];3;0;1;['sūkalu pulveris', 'siera', 'piena'];[];['mazi']
n70;53;53;271;['zemesrieksti', 'zemesrieksti', 'saulespuķu eļļa', 'sāls', 'rozīnes', 'rozīnes', 'saulespuķu eļļa', 'indijas rieksti', 'indijas rieksti', 'saulespuķu eļļa', 'jūras sāls', 'medū grauzdēti zemesrieksti', 'zemesrieksti', 'cukurs', 'medus', 'saulespuķu eļļa', 'zemesriekstu eļļa', 'sāls', 'kartupeļu ciete', 'maltodekstrīns', 'biezinātājs', 'ksantāna sveķi', 'čili rieksti', 'zemesrieksti', 'kartupeļu ciete', 'rapšu eļļa', 'jauktas garšvielas', 'sāls', 'kartupeļu ciete', 'cukurs', 'paprikas pulveris', 'kajennas pipari', 'rauga ekstrakts', 'kumīns', 'čili piparu pulveris', 'ķiploku pulveris', 'tomātu pulveris', 'skābe', 'citronskābe', 'garšvielu ekstrakts', 'paprikas', 'kumīna', 'aromatizētājs', 'sīpolu pulveris', 'melnie pipari', 'modificēta ciete', 'cukurs', 'sāls', 'maltodekstrīns', 'irdinātājs', 'nātrija karbonāts', 'krāsviela', 'paprikas ekstrakts'];['} a ee t\na tanu\npē } z ra\n. bi 1\nw % \' a lītie rieksti a --\nar w = - « 6 em uztur āti\nliz rsvielām un rozinēm m pr\nstāvdalas: zemesrieksti {30%} {zemesrieksti eb | ins\n{99.5%}, saulespuķu eļļa}, indijas rieksti 20%} lnt: rieksti eļļa, sāls {1,170}, rozīnes 120%} rozīnes m "s\ngrauzdēti zemesrieksti {20%} {zemesrieksti {e2336} cuk 96%} saulespuķu eļa jas sāls} medū — enerdētslikra ale 5\n: aka em nesrieksti {09/0}, cukurs, medus {5%}, saulespuķu eļļa, zemesriekstu e| lļehhoctb {kjkļau kāt =\nsāls, kartupeļu ciete, maltodekstrīns, biezinātājs {ksantāna sveķi}, čili rieksti 110% kzemesrieksti 6m\nkartupeļu ciete, rapšu eja jauktas garšvielas {4%} sāls kartupeļu ciete, cukurs, paprikas pulveris, kajenras tauki/ fall kop 0, a |\npipari, rauga ekstrakts, kumīns, čili piparu pulveris, ķiploku pulveris, tomātu pulveris, skābe {citronskābe} tostarp piesātinātās bukskēbes —\nm nsnku ekstrakts ipaprīkas, kumīna}, aromatizētājs, sīpolu pulveris, melnie pipari}, modificēta ciete cukurs, of which saturates! b1 ae\nss, matodekstrīns, irdinātājs {nātrija karbonāts}, krāsviela {paprikas ekstrakts}}. var{v\ninas. brīdinājums: mazi bērni var aizrīties ar riekstiem. nazos ānijā. zemesriekstu izcelsme. ogli drāti/ carbohy kallkjati\n, ici ostarp cukuri/ of which sue\nen m ot roasted, salted, flavoured nuts and — | b tom 4mcne caxapa lg\n: \' alt {1186}, reisins {20%} iraisins {99,5%}\njam {30%} {peanuts ga, apie a ir asskl me s onsetneanul če olbaltumvielas! protein/ benwh\nl 0 0}, } j vas\nben siera pe er pa ā d\ngm}, di mute a 0}, ed oil, spice md 7} {98l, |308 i —— a\npapia — wuk} ipeanuts {567%} p08 g" di node pt pomder, tomato ponder acid lotit = uzglabāšana: sausā, vēsā vietē.\nra vnī”, cavenne pepņer, veast extraci cum vamder, black pepper}, modited stareh, sg s storage: keepin a dry and c00| plz?\nlak aavder, bak pi rain traces of oler ms. xpahmīb: b cyx0m, npoxnaphom\n\n'];2;6;['medū grauzdēti zemesrieksti', 'medus'];['medū', 'medus', 'siera', 'sīpolu pulveris', 'nātrija karbonāts', 'mazi'];2;0;4;['medū', 'medus'];[];['siera', 'sīpolu pulveris', 'nātrija karbonāts', 'mazi']
n71;26;26;235;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'vājpiena pulveris', 'kakao pulveris ar samazinātu tauku saturu', 'kviešu ciete', 'sūkalu pulveris', 'no piena', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'piena tauki', 'emulgatori', 'sojas lecitīni', 'e492', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'pārtikas sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];[': cukurs, kviešu milti, palmu ella\nšī eļļa, rapšu eļļa, vājpiena vp aries pulveris ar samazinātu tauku saturu {2,6%}, kviešu ciete, sūkalu pulveris {no piena}, laktoze {no piena ——\narm ruktozes sīrups, piena tauki, emulgatori {sojas iecitīni, e492}, irdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, pārtikas sāk\nskābum? i dusēii {nātrija nidroksids} aromatizētāji 4 y :\neev* - glasuuri {43%} ja vaniljemaitselise tāidisega {19%} kakaokupsised {38%}. koostisosad: suhkur, nisujahu almiāli, vēiseemnikuēli,\nraps: oss pulber {piimast}, vāhendatud at at irda {2,6%}, nisutārklis, vadakupulber {piimast}, laktoos pilmast},\nglūko ruktoosisiirup, piimarasv, emulgaatorid {sojaletsitiinid, e492}, kergitusained {ammooniumkarbonaadid, kaaliumkarbonaadid,\nnaatrit > arbonaadid}, s00l, happesuse regūlaator {naatriumhudroksiid}, lohna- ja maitseained.\n| maistingumas / uzturvērtība / toitumisalane teave\n%**/20,5 g\n\nenerginē vertē / enerģētiskā vērtība / energiasisaldus| 2228 1j/532 kcal | 457 13/109 kcal\nriebalai / tauki / rasvad\ntaukskābes / millest kullastunud rasvhapped\nangliavandeniai / ogļhidrāti / sūsivesikud\niš kuriu cukru / tostarp cukuri / millest suhkrud\nskaidulinēs medžiagos / šķiedrvielas /kiudained |18 t4\nbaltymai / olbaltumvielas / valgud m t a m ii aa a\ndruska / sāls / sool\nlt "referencinis vidutinio suaugusio asmens vartojimo kiekis {e2400 kj / 2000 kcal}. lv **leteicamā deva vidusmēra pieaugušajam {e2400 kj vai\n08 + / ais vāka or 12 sa mm 20, a aibapults tepakoinīna 12 cepumi./ 20,5 g = 1 kūpsis. pakis 12 kūpsist\n\n50= . sainiu./ 20,5 g = 1400g= : sist.\nlt atstovas! lv pārstāvis! ee esindaja uab mondelez baltic", taikos pr. 88, {t-51182 kaunas, lietuva ieediņi lt nem. inf. tel. 8 800 e16323. ,\nlv „inf. tālr. . |. 667 1770. da mā to } us\nlt rem eit 0002282 ti ečrausībs iki: žiūrēti data ant pakuotēs šono. lt laikyti sausoje vietoje. saugoti nuo karščio. āā\n\n'];6;6;['vājpiena pulveris', 'sūkalu pulveris', 'no PIENA', 'laktoze', 'no PIENA', 'piena tauki'];['sūkalu pulveris', 'piena tauki', 'vājpiena', 'laktoze', 'nātrija karbonāti', 'deva'];4;2;2;['sūkalu pulveris', 'piena tauki', 'vājpiena', 'laktoze'];['no PIENA', 'no PIENA'];['nātrija karbonāti', 'deva']
n72;24;24;351;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'kviešu ciete', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'emulgatori', 'sojas lecitīni', 'e492', 'e476', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];["aa , |101 |11 es ss 385=56580 žšrs .\n2 0-1 = ss — = ss s2=* + m\nssš |zās šas ja «s ca sēra 8 = 13: s=v\na 5 r š cs «sen ss =>= s8s8%$= 53 :? =s553{0s75m-\nlt kakaviniai sausainiai {38%} su vanilēs skonio jdaru a a\n{19%}, padengti kakaviniu glaistu {43%}. sudedamosios dalys: maistingumas/ uzturvērtība/ toitumisalan\ncukrus, kvietiniai miltai, alyvpalmiuy aliejus, sviestmedžiu aliejus, rapsuy aitas\naliejus, liesi kakavos milteliai {4,8%}, nugriebto pieno milteliai, kvieciņ jūs ūsas\nkrakmolas, laktozē {iš pieno}, gliukozēs-fruktozēs sirupas, emulsikliai |energinēvertē/enerģētiskā vērtība/  |221940/ |e39519/\n{50ju iecitinai, e492, e476}, tešlos kildymo medžiagos {amonio |energiasisaldus 530 kcal\nkarbonatai, kalio karbonatai, natrio karbonatai}, druska, rūgštinguma\nreguliuojanti medžiaga {natrio hidroksidas}, kvapiosios medžiagos. iš kuriy sočiuju riebaly rūgščiu / | ,\nlv kakao cepumi {38%} ar vaniļas garšas pildījumu {19%}, | tostarp piesātinātās taukskābes / 1g | 23 129%\naarēlau saira ulēeu dit vimiicaia cukurs, kviešu | millest kūllastunud rasvhapped :: |\nmilti, palmu eļļa, šī eļļa, rapšu eļļa, kakao pulveris ar samazinātu tauku reti :\nsaturu {4,8%}, vājpiena pulveris, kviešu ciete, laktoze {no piena}, sa kemgammm eee ij 0,\n- glikozes-fruktozes sīrups, emulgatori {sojas liecitīni, e492, e476}, oo\n% rdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, sāls, |>idulinēsmedžiagos/>ķiedrvielas/ kudained 26 g '\nskābuma regulētājs {nātrija hidroksīds}, aromatizētāji.\nee kakaoglasuuri {43%} ja vaniljemaitselise tāidisega {19%}\nkakaokupsised e2610}. knostijosar: suku part lt **referencinis vidutinio suaugusio asmens vartojimo kiekis {e2400 kj / 2000\nvēiseemnikuēli, rapsiēli, vāhendatud rasvasisaldusega kakaopulber kena prie mk ā ņ.\n4%}. jāssi a kcal}. lv **leteicamā deva vidusmēra pieaugušajam {e2400 kj vai 2000 kcal}\n{4,8%}, lēssipulber {piimast}, nisutārklis, laktoos” {piimast}, ee **keskmise tāiskasvanu vērdluskogus {e2400 kj/ 2000 kcal}.\nglūkoosi-fruktoosisiirup, emulgaatorid {sojaletsitiinid, e492, e476}, lt 20,5 g = 1 sausainis. pakuotēje 12 sausainiņ. lv 20,5 9 = 1 cepums\nķergitusained {ammooniumkarbonaadid, kaaliumkarbonaadid, naatriumkar- * sk omutāt2 cepumi ee 20 6g= 1 kipsis. pakis 12 kūpsist\n+ bonaadid}, sool, happesuse regulaator {naatriumhūdroksiid}, lēhna- ja lt atstovas / lv pārstāvis / ee esindaja uab „mondelez baltic, taikos pl 88,\nmanstained, /nx 11-51182 kaunas, lietuva {leedu}. lt nem. inf. tel. 8 800 e16323. lv bezm. inf.\np008 ālr. 80002232. ee tel. 667 1770. , i\n= ā 219 m i kakaviniu glaistu / lv * pārklāti ar kakao glazūru/ ee * kakaoglasuuriga\nus vu cocoa li ai c lī man žjūrēti data ant pakuotēs šono. lv ieteicams līdz: skatīt datumu\npar uz pakas malas. ee parim enne: va\nāā m ja pava m tie iluticaticnie vietoi\n\n"];3;8;['vājpiena pulveris', 'laktoze', 'no PIENA'];['vājpiena pulveris', 'aitas', 'laktoze', 'piena', 'nātrija karbonāti', 'pieno', 'laktozē', 'deva'];2;1;6;['vājpiena pulveris', 'laktoze'];['no PIENA'];['aitas', 'piena', 'nātrija karbonāti', 'pieno', 'laktozē', 'deva']
n73;21;21;214;['kviešu milti', 'pildījumu ar šokolādes garšu', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'emulgators', 'e322', 'aromatizētājs', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'putu dzēsējs', 'e500ii', 'e503ii', 'saldo sūkalu pulveris', 'no piena', 'sāls', 'glikozes un fruktozes sīrups', 'aromatizētājs', 'emulgators', 'e322'];[': kviešu milti, pildījumu ar šokolādes garšu {cukurs, palmu tauki, attaukots kakao pulveris 18,8%, emulgators: e322, tyydyttynyttā / w tym kwasy tfuszczowe\nv m aromatizētājs}, cukurs, palmu tauki, attaukots kakao pulveris 7,7%, putu dzēsējs: e500, e503ii, saldo sūkalu pulveris {no piena}, sāls, glikozes un | sočiuju riebaly rūgščiy / tostarp piesātini\n\njā fruktozes sīrups, aromatizētājs, emulgators: e322. var. ražots es. kakao no ārpus es. glabāt sausā un no sasilšanas | rasvhapped:\n\n4 pasargātā vietā. ieteicams līdz: skatīt uzdruku uz sāniem. {ee} kakaosisaldusega kūpsised šokolaadimaitselise taidisega {25%}. koostisosad: | kohlenhydrate / glucides / carboidrati ,\n\na nisujahu, aromatiseeritud šokolaadikreem {suhkur, palmi rasv, vāherasvane kakaopulber 18,8%, emulgaator: e322, lēhna- ja maitseained}, suhkur, | kolhydrat / glucide / sacharidy / hiilihy\n\njā palmi rasv, vāherasvane kakaopulber 7,7%, kergitusained: e500ii, £503ii, magus vadakupulber {piimast}, sool, angliavandeniai / ogļhidrāti / sūsivesikud:\nglūkoosi-fruktoosisiirup, lēhna- ja maitseained, emulgaator: e322. toode vēib raccolta differenziata davon zucker / dont sucres / di cui zucch\nsisaldada pāhkleid, sojat ja sulfitid. toodetud - 1 7 6 toho cukry / varav sockerarter / din care za\n\nel. kakao muu kui el. hoida kuivas ja jahedas. fr g gen iastīes cukry / €k tuv omoiwv xākyapa / iš kuriy a\n\nma parim enne: vaadake pakendi kūljelt. {ģ — er eiweib / protēines / s aoni / —— s\n1,6841 māder s el {4 44 g } verifica le disposizioni | bielkoviny / proteiini/ biaiko / iporeīveo / 9:\n\ngunf”> mees neu el x ie nocemunē salz /sel / sale /zout/ salt / sūl/ salt /sare/5\n"w{"y!|lčnniiutnitt tt = —-\n\n'];2;2;['saldo sūkalu pulveris', 'no piena'];['sūkalu pulveris', 'piena'];2;0;0;['sūkalu pulveris', 'piena'];[];[]
n74;9;9;142;['cukurs', 'rapšu eļļa', 'maltodekstrīns', 'palmu eļļa', 'pilnpiena pulveris', 'kokosriekstu pārslas', 'emulgators', 'lecitīni', 'sāls'];['ee " a „s cy i tēta ”\ns 5s s* € 8 = * 3 }\nz o: =\nš ere biao\n=. 3. od 0 » =32\nad ow > sc do .0\naka " _ gs 539 =\nā des ss ms a t —\n=0 59 5 396 39\n< bounty šokolādes krēms ar kokosriekstu 3g\na. skaidiņām 200gr. cukurs, rapšu eļļa, > 3\n=. maltodekstrīns, palmu eļļa, pilnpiena pulveris na\n224 j {9%}, kokosriekstu pārslas {6%}, emulgators 53\no | iecilīni, sāls uzglabāt vēsā, sausā vietā ās\n—  neatdzesētun nesasaidēt pēc atvēršanas }=\n8: izlietot 8 nedēļu laikā. piemērots veģetāriešiem 3g\nm ! ieteicams līdz: skat. uz vāka. uzturvērtība 08\nai 100g produkta: enerģetiskā vērtība {kj/kcal} 218\n8 2448kj/588cal, tauki 40g tal skaitā piesātinātās 329\ni taukskābes 139g, ogļhidrāti 55g, tai skaitā m\n* cukurs 42g, proteīns 2,8g, sāls 0,13g ražots >>\n* eu . izplatītājs latvijā sia "ccf baltija", =\na piedrujas iela 22 rīga, latvija, lv-1073\n4 a\n— —rxxh "a\nda\n\n'];1;2;['pilnpiena pulveris'];['pilnpiena pulveris', '42g proteīns'];1;0;1;['pilnpiena pulveris'];[];['42g proteīns']
n75;9;9;60;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'kviešu milti', 'saulespuķu sēklas', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 38% augu eļļa {kokosriekstu, š:\nsmii cukurs, kviešu milti, saulespuķu sēklas 12%, kefīrs, pārtikas sāls. a\npf produkts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu, ——\n= cituriekstu, olu, sezama sēklu} ietekmi. n\ninformācija 100 g produkta viena porcia  *vienā\npar uzturvērtību satur =13g" — porcijā %\nenerģētiskā 240 = e22113. 3%\nvērtība 517 kcal 67 kcal\n: | 28 g 31 g 4 a\n54 c709 ja a\n\n'];1;3;['kefīrs'];['kefīrs', 'olu', 'viena'];1;0;2;['kefīrs'];[];['olu', 'viena']
n76;9;9;69;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'rozīnes', 'kviešu milti', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 40 %, augu eļļa {kokosriekstu,\n4 ka cb rozīnes 14%, kviešu milti, kefīrs, pārtikas sāls. „am\nm 5 produkts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu, a\n< cituriekstu, olu, sezama sēklu} ietekmi. pa es pm\nšā | hnformācija —-- 100g produkta viena porcja vienā |\npar uzturvērtību satur =13g — porcijā%\n— — fenerģētiskā = 2012 2021 3%\n= vērtība ? 481 kcal 63kal\ni a i ii a\ntostarp piesātinātās |\ntaukskābes — t0g lūg > ja |\nmmm  onlhidrāti d\n\n'];1;3;['kefīrs'];['kefīrs', 'olu', 'viena'];1;0;2;['kefīrs'];[];['olu', 'viena']
n77;12;12;132;['auzu pārslas pilngraudu', 'cukurs', 'ogas cukurotas', 'mellenes', 'avenes', 'pilngraudu milti', 'kviešu', 'rudzu', 'sviests saldkrējuma', 'saulespuķu eļļa', 'kefīrs', 'pārtikas sāls'];['ad a —- _ :\n= no 20\na neto g\nwmarmellenēmunavenēm :\nirslas pilngraudu 40%, cuk v 129\nģ araa» ping 9, cukurs, ogas cukurotas-12% {mellenes,\na a piangraucu mit {kviešu, rudzu}, sviests saldkrējuma, saulespuķu eļļa, kefīrs\nzarūkas saits. var.\nwww €gdwholegrain cookies with mixed berries. t\nr ingredients: wholegrain oat flakes 40%, sugar, mixed berries 12% {candied blueberries,\nraspberries}, wholegrain flour {wheat, rye}, butter, sunflower oil buttermilk, salt. may\ncontain traces of: eggs, sesame seegds, nuts.\n«gb taisterakūpsised mustikate ja vaarikatega.\nkoostisosad: tāistera kaerahelbed 40%, suhkur, marjasukaad 12% {mustikad, vaarikad},\ntaisterajahu {nisu, rukis}, vēi, pāevalilleāli, keefir, sool. vēivad sisaldada maapāhkliēli, m\nteised pāhklid, muna, seesamiseemneid. ī\n«ep pilno grūdo sausainiai su melynemis ir avietēemis.\nsudedamosios dalys: pilno grūdo avižiniai dribsniai 40%, cukrus, cukrintu uogu 12%\n{mēlynēs, avietes}, viso grūdo miltai {kvietiniai, ruginiai}, grietinēlēes sviestas, saulēgražu\ndlieius kefvras druska. gali būti žemes ir kitu riesutu, kiausiniu, sezamo s€ pēc\n\n'];2;5;['sviests saldkrējuma', 'kefīrs '];['sviests', 'kefīrs', 'ogas', 'sviestas', 'kitu'];2;0;3;['sviests', 'kefīrs'];[];['ogas', 'sviestas', 'kitu']
n78;16;16;168;['auzu pārslas pilngraudu', 'šokolāde', 'kakao masa', 'cukurs', 'kakao sviests', 'emulgators', 'sojas lecitīns', 'cukurs', 'lazdu rieksti', 'pilngraudu milti', 'kviešu', 'rudzu', 'sviests saldkrējuma', 'saulespuķu eļļa', 'kefīrs', 'pārtikas sāls'];["ā a e 2 — _ č ad\n4 m 2009\nri 4 neto g\n, , > š. 2 ā ,\nd pil ng pumi , 2 š 'okolādi, lazdu riekstiem.\n_< sas avaajas auzu parslas pilngraudu 28%, šokolāde 20% {kakao masa, cukurs,\nkakao svi sts, emūlgators: sojas lecitīns}, cukurs, lazdu rieksti 11%, pilngraudu milti\n{kviešu, rudzu}, sviests saldkrējuma, saulespuķu eļļa, kefīrs, pārtikas sāls. var.\n' : gd wholegrain cookies with chocolate, hazelnuts.\ningredients: wholegrain oat flakes 28%, chocolate 20% {cocoa mass, sugar, cocoa butter,\n: - emulsifier: soya lecithin}, sugar, hazelnuts 11%, wholegrain flour {wheat, rye}, butter, sunflower .\noil, buttermilk, salt. may contain traces of: eggs, sesame seeds, peanuts and other nuts.\n«d taisterakupsised šokolaadi ja sarapuupāhklitega. }\nkoostisosad!: taistera kaerahelbed 28%, šokolaad 20% šokolaad {kakaomass, suhkur, kakaovēi,\nemulgaator: sojaletsitiin}, suhkur, sarapuupāhklid 11%, taisterajahu {nisu, rukis}, vēi pāevalilleēli\nkeefir, sool. voivad sisaldada maapāhkliēli, teised pāhklid, muna, seesamiseemneid.\nd ūdo sausainiai su šokoladu, lazdyno riešutais.\n udedamosies dalys: pilno grūdo avižiniai dribsniai 28%, šokoladas 20% {kakavos\nmasē, cukrus, kakavos sviestas, soju lecitinas}, cukrus, viso grūdo miltai {kvietiniai\nruginiai} lazdyno riešutai 11%, grietinēlēs sviestas, saulēgražu aliejus, kefyras, d\ncom ie vēna jā te izītu riačītiui kiačiniui cez7zamson celļļi r\n\n"];2;2;['sviests saldkrējuma', 'kefīrs '];['sviests', 'kefīrs'];2;0;0;['sviests', 'kefīrs'];[];[]
